keyword,affin_sentiments,nltk_sentiment,Real_Sentiment,,,,,,,,,
electric,neg,neg,pos,,,,,,,,,
electric,neg,pos,neg,,,,,,,,,
electric,neu,neu,neu,,,,,,,,,
electric,neg,pos,pos,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,neu,pos,neu,,,,,,,,,
electric,neu,pos,pos,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,neu,pos,pos,,,,,,,,,
electric,pos,pos,neg,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,neg,pos,pos,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,neu,pos,pos,,,,,,,,,
electric,neu,pos,pos,,,,,,,,,
electric,neu,pos,pos,,,,,,,,,
electric,neu,pos,neu,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,neg,neg,pos,,,,,,,,,
electric,neg,neg,neg,,,,,,,,,
electric,neg,neg,pos,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,neg,pos,pos,,,,,,,,,
electric,neu,pos,pos,,,,,,,,,
electric,neu,neu,pos,,,,,,,,,
electric,pos,pos,neg,,,,,,,,,
electric,neu,neu,pos,,,,,,,,,
electric,neg,neg,neg,,,,,,,,,
electric,neg,pos,neg,,,,,,,,,
electric,neu,pos,pos,,,,,,,,,
electric,neg,neg,neg,,,,,,,,,
electric,neu,pos,pos,,,,,,,,,
electric,neu,neu,neg,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,neg,neg,neg,,,,,,,,,
electric,neg,pos,pos,,,,,,,,,
electric,neg,neg,pos,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,neg,neg,neg,,,,,,,,,
electric,neu,pos,pos,,,,,,,,,
electric,neg,neg,neu,,,,,,,,,
electric,pos,pos,neu,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,neu,neu,pos,,,,,,,,,
electric,neg,neg,neg,,,,,,,,,
electric,neg,neg,neu,,,,,,,,,
electric,neu,neu,neu,,,,,,,,,
electric,neg,pos,neu,,,,,,,,,
electric,neg,neg,neg,,,,,,,,,
electric,neu,neu,neu,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,neg,pos,neg,,,,,,,,,
electric,neg,pos,pos,,,,,,,,,
electric,neg,pos,pos,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,pos,pos,neu,,,,,,,,,
electric,neg,neg,pos,,,,,,,,,
electric,pos,pos,neg,,,,,,,,,
electric,neg,pos,pos,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,neg,pos,pos,,,,,,,,,
electric,neu,neu,neu,,,,,,,,,
electric,neu,pos,neu,,,,,,,,,
electric,neu,pos,pos,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,neu,neu,neu,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,neg,neg,neg,,,,,,,,,
electric,neg,neg,neg,,,,,,,,,
electric,neg,neg,pos,,,,,,,,,
electric,neg,neg,neg,,,,,,,,,
electric,neg,neg,pos,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,neg,neg,pos,,,,,,,,,
electric,neu,neu,neu,,,,,,,,,
electric,neg,pos,pos,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,neg,neg,neg,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,neg,neg,neg,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,neg,pos,pos,,,,,,,,,
electric,neu,pos,pos,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,neg,pos,pos,,,,,,,,,
electric,neu,neu,neu,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,neg,neg,neg,,,,,,,,,
electric,neg,neg,pos,,,,,,,,,
electric,neg,pos,pos,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,neg,pos,pos,,,,,,,,,
electric,neu,neu,neg,,,,,,,,,
electric,neg,pos,pos,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,neu,neu,neu,,,,,,,,,
electric,neu,neu,neu,,,,,,,,,
electric,neg,neg,neg,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,pos,neg,pos,,,,,,,,,
electric,neg,neg,pos,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,neu,neu,neu,,,,,,,,,
electric,neg,neg,pos,,,,,,,,,
electric,pos,pos,neu,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,neu,pos,neu,,,,,,,,,
electric,pos,pos,neu,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,neg,neg,pos,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,neu,neu,neu,,,,,,,,,
electric,neg,pos,neu,,,,,,,,,
electric,neg,pos,pos,,,,,,,,,
electric,neg,neg,neu,,,,,,,,,
electric,neg,neg,neg,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,neu,neg,neg,,,,,,,,,
electric,neu,pos,pos,,,,,,,,,
electric,neg,neg,neu,,,,,,,,,
electric,pos,pos,neg,,,,,,,,,
electric,neu,neu,neu,,,,,,,,,
electric,neg,neu,neu,,,,,,,,,
electric,neu,neu,pos,,,,,,,,,
electric,neu,neu,neu,,,,,,,,,
electric,neu,neu,neu,,,,,,,,,
electric,neu,neu,neu,,,,,,,,,
electric,neg,neg,neg,,,,,,,,,
electric,neg,pos,neu,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,neu,neu,neu,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,neu,pos,pos,,,,,,,,,
electric,pos,neu,pos,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,neg,neu,neu,,,,,,,,,
electric,neg,neg,neg,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,neu,pos,neg,,,,,,,,,
electric,neg,neg,neu,,,,,,,,,
electric,neg,neg,neg,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,pos,pos,neu,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,neg,neg,pos,,,,,,,,,
electric,neg,neg,pos,,,,,,,,,
electric,neu,neu,neu,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,pos,pos,neg,,,,,,,,,
electric,neu,neu,pos,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,neg,neg,pos,,,,,,,,,
electric,pos,pos,neg,,,,,,,,,
electric,neg,neg,pos,,,,,,,,,
electric,neg,neg,neg,,,,,,,,,
electric,pos,neg,pos,,,,,,,,,
electric,neg,pos,neg,,,,,,,,,
electric,neu,neu,neu,,,,,,,,,
electric,neg,neg,neg,,,,,,,,,
electric,neu,neu,pos,,,,,,,,,
electric,neg,pos,neu,,,,,,,,,
electric,pos,pos,pos,,,,,,,,,
electric,neu,neu,neu,,,,,,,,,
electric,neu,neu,neu,,,,,,,,,
electric,neu,neu,pos,,,,,,,,,
electric,pos,neu,pos,,,,,,,,,
electric,pos,neg,neu,,,,,,,,,
battery-electric truck,pos,pos,pos,,,,,,,,,
battery-electric truck,neg,neg,neg,,,,,,,,,
battery-electric truck,pos,pos,pos,,,,,,,,,
battery-electric truck,pos,pos,neg,,,,,,,,,
battery-electric truck,neu,neu,neu,,,,,,,,,
battery-electric truck,neu,neu,neg,,,,,,,,,
battery-electric truck,neu,pos,pos,,,,,,,,,
battery-electric truck,neu,neu,pos,,,,,,,,,
battery-electric truck,neu,pos,pos,,,,,,,,,
battery-electric truck,pos,pos,neu,,,,,,,,,
battery-electric truck,neg,neg,neg,,,,,,,,,
battery-electric truck,neu,neu,neu,,,,,,,,,
battery-electric truck,neu,pos,neg,,,,,,,,,
battery-electric truck,neu,neu,neu,,,,,,,,,
battery-electric truck,neu,neu,neu,,,,,,,,,
battery-electric truck,neu,neu,pos,,,,,,,,,
battery-electric truck,pos,pos,pos,,,,,,,,,
battery-electric truck,pos,pos,pos,,,,,,,,,
battery-electric truck,pos,pos,pos,,,,,,,,,
battery-electric truck,neg,neg,pos,,,,,,,,,
battery-electric truck,pos,pos,pos,,,,,,,,,
battery-electric truck,pos,neg,neg,,,,,,,,,
battery-electric truck,pos,pos,pos,,,,,,,,,
battery-electric truck,neu,pos,pos,,,,,,,,,
battery-electric truck,neu,neu,neg,,,,,,,,,
battery-electric truck,pos,neg,neg,,,,,,,,,
battery-electric truck,pos,pos,neu,,,,,,,,,
battery-electric truck,neu,neu,neg,,,,,,,,,
battery-electric truck,neg,neg,neg,,,,,,,,,
battery-electric truck,neu,neu,neu,,,,,,,,,
battery-electric truck,pos,pos,neu,,,,,,,,,
battery-electric truck,pos,pos,neu,,,,,,,,,
battery-electric truck,neg,pos,neu,,,,,,,,,
battery-electric truck,neu,neu,pos,,,,,,,,,
battery-electric truck,neu,neu,pos,,,,,,,,,
battery-electric truck,neu,neu,neu,,,,,,,,,
battery-electric truck,neu,neu,neu,,,,,,,,,
battery-electric truck,neg,neg,neg,,,,,,,,,
battery-electric truck,pos,pos,pos,,,,,,,,,
battery-electric truck,neu,neu,neu,,,,,,,,,
battery-electric truck,neu,neu,pos,,,,,,,,,
battery-electric truck,neg,pos,neu,,,,,,,,,
battery-electric truck,pos,pos,neg,,,,,,,,,
battery-electric truck,neu,neu,neg,,,,,,,,,
battery-electric truck,neg,pos,neg,,,,,,,,,
battery-electric truck,neg,pos,neg,,,,,,,,,
battery-electric truck,neg,neg,pos,,,,,,,,,
battery-electric truck,pos,pos,pos,,,,,,,,,
battery-electric truck,neu,neu,pos,,,,,,,,,
battery-electric truck,pos,pos,pos,,,,,,,,,
battery-electric truck,pos,pos,pos,,,,,,,,,
battery-electric truck,pos,neu,neu,,,,,,,,,
battery-electric truck,pos,pos,pos,,,,,,,,,
battery-electric truck,pos,pos,pos,,,,,,,,,
battery-electric truck,pos,pos,pos,,,,,,,,,
battery-electric truck,neu,neu,neu,,,,,,,,,
battery-electric truck,neg,neg,neg,,,,,,,,,
battery-electric truck,neg,pos,neg,,,,,,,,,
battery-electric truck,neg,neg,pos,,,,,,,,,
battery-electric truck,neg,pos,pos,,,,,,,,,
battery-electric truck,neg,neg,neg,,,,,,,,,
battery-electric truck,pos,pos,pos,,,,,,,,,
battery-electric truck,neg,neg,neg,,,,,,,,,
battery-electric truck,pos,pos,pos,,,,,,,,,
battery-electric truck,neu,neu,neu,,,,,,,,,
battery-electric truck,neu,neu,neu,,,,,,,,,
battery-electric truck,neu,neu,neu,,,,,,,,,
battery-electric truck,neu,neu,neu,,,,,,,,,
battery-electric truck,neu,neg,neg,,,,,,,,,
battery-electric truck,neu,pos,pos,,,,,,,,,
battery-electric truck,neu,neu,pos,,,,,,,,,
battery-electric truck,neg,pos,neu,,,,,,,,,
battery-electric truck,neu,neu,pos,,,,,,,,,
battery-electric truck,neu,neu,neu,,,,,,,,,
battery-electric truck,neg,neg,pos,,,,,,,,,
battery-electric truck,neu,neu,neu,,,,,,,,,
battery-electric truck,neu,neu,neu,,,,,,,,,
battery-electric truck,neu,neu,pos,,,,,,,,,
battery-electric truck,neu,neg,neg,,,,,,,,,
battery-electric truck,pos,pos,pos,,,,,,,,,
battery-electric truck,pos,pos,pos,,,,,,,,,
fuel cell,neg,pos,neu,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,neu,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,neg,neg,pos,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,neu,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,neu,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,neu,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,neu,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,neu,neu,neg,,,,,,,,,
fuel cell,pos,pos,neu,,,,,,,,,
fuel cell,pos,pos,neu,,,,,,,,,
fuel cell,neu,neu,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,neu,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,neu,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,neu,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,neu,neu,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,neu,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,neu,neu,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,neu,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,neg,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,neu,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,neu,neu,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,neu,neu,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,neu,,,,,,,,,
fuel cell,pos,pos,neu,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,neg,neu,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,neu,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,neu,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,neu,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,neg,,,,,,,,,
fuel cell,neg,pos,pos,,,,,,,,,
fuel cell,pos,pos,neu,,,,,,,,,
fuel cell,pos,pos,neu,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,pos,pos,neu,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,pos,neg,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,neu,neg,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,neg,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,neg,neg,neg,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,neu,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,neg,neu,,,,,,,,,
fuel cell,pos,pos,neu,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,pos,neg,neu,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,neu,,,,,,,,,
fuel cell,neg,neg,neg,,,,,,,,,
fuel cell,neg,neg,neg,,,,,,,,,
fuel cell,pos,pos,neg,,,,,,,,,
fuel cell,neg,neg,neg,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,neu,neu,pos,,,,,,,,,
fuel cell,pos,pos,neu,,,,,,,,,
fuel cell,neg,neg,neg,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,neu,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,neu,neu,pos,,,,,,,,,
fuel cell,neg,neg,neg,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,pos,neg,neu,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,neu,neu,pos,,,,,,,,,
fuel cell,pos,pos,neu,,,,,,,,,
fuel cell,neg,neg,neg,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,pos,pos,neu,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,neu,,,,,,,,,
fuel cell,neu,pos,neu,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,neu,,,,,,,,,
fuel cell,neu,neu,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,neu,,,,,,,,,
fuel cell,pos,pos,neu,,,,,,,,,
fuel cell,pos,pos,neu,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,neu,,,,,,,,,
fuel cell,pos,neu,neu,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,neu,,,,,,,,,
fuel cell,neg,neg,neg,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,pos,pos,neu,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,neg,pos,neg,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,neu,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,neg,neg,neg,,,,,,,,,
fuel cell,neu,neu,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,neu,neg,neu,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,neu,neu,pos,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,neg,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,neg,neg,neg,,,,,,,,,
fuel cell,neg,neg,pos,,,,,,,,,
fuel cell,neg,pos,pos,,,,,,,,,
fuel cell,neg,neg,neu,,,,,,,,,
fuel cell,neg,neg,neg,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,pos,neg,neu,,,,,,,,,
fuel cell,neg,neg,neu,,,,,,,,,
fuel cell,neg,neg,neu,,,,,,,,,
fuel cell,pos,pos,neu,,,,,,,,,
fuel cell,neg,neg,neg,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,neu,neu,neg,,,,,,,,,
fuel cell,pos,pos,neu,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,neu,pos,neg,,,,,,,,,
fuel cell,neg,neg,neg,,,,,,,,,
fuel cell,pos,neg,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,neg,pos,neg,,,,,,,,,
fuel cell,neg,neg,pos,,,,,,,,,
fuel cell,neg,neg,neu,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,neg,neg,neg,,,,,,,,,
fuel cell,neu,pos,pos,,,,,,,,,
fuel cell,neg,pos,neg,,,,,,,,,
fuel cell,neg,neg,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,neg,,,,,,,,,
fuel cell,neg,neg,neu,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,pos,pos,neu,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,neg,neg,pos,,,,,,,,,
fuel cell,neu,neu,pos,,,,,,,,,
fuel cell,neu,neu,pos,,,,,,,,,
fuel cell,neg,neg,pos,,,,,,,,,
fuel cell,neg,neg,pos,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,neg,neg,neg,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,neg,neg,neg,,,,,,,,,
fuel cell,neu,neu,neu,,,,,,,,,
fuel cell,neg,neg,pos,,,,,,,,,
fuel cell,neg,neg,neg,,,,,,,,,
fuel cell,neg,neg,neg,,,,,,,,,
fuel cell,pos,pos,pos,,,,,,,,,
